id,试卷名称,试题简介,words
418,-,"（修正）如图所示,7个相同的水瓶中灌入不同高度的水,仔细调节水的高度后,用相同的力敲击它们,可以发出&ldqu...",修正 如图所示 相同 水瓶 灌入 不同 高度 仔细 调节 高度 相同 敲击 它们 可以 发出 ldqu ...
419,-,(2009武汉中考)下列措施属于在传播过程中减弱噪声的是  (   ),2009 武汉 中考 下列 措施 属于 传播 过程 减弱 噪声
420,-,"(2012武汉中考)学生们正在教室内上课,为了减小校园外汽车的噪声干扰,下列措施可行的是(  )",2012 武汉 中考 学生 正在 教室 上课 为了 减小 校园 汽车 噪声 干扰 下列 措施 可行
421,-,"(2015•武汉)关于声现象,下列说法正确的是(  )",2015 武汉 关于 现象 下列 说法 正确
422,-,下列与声现象有关的说法中错误的是(  ),下列 现象 有关 说法 错误
423,-,"(2011武汉四月)如图所示,在学校的田径运动会上,小明看到发令枪旁边有一块圆形的档板,关于它的作用下列说法...",2011 武汉 四月 如图所示 学校 田径运动 会上 小明 看到 发令枪 旁边 一块 圆形 档板 关于 作用 下列 说法 ...
424,-,"如图所示,手机与音叉的位置保持不变。利用手机软件测出音叉发出的声音从30dB变为50dB.说明音叉振动的",如图所示 手机 音叉 位置 保持 不变 利用 手机软件 测出 音叉 发出 声音 30db 变为 50db 说明 音叉 振动
425,-,"(2010武汉中考)下图中,施工人员正在为紧邻居民区的轻轨轨道安装全封闭的隔音屏,尽量将列车产生的噪声降低到...",2010 武汉 中考 下图 施工人员 正在 紧邻 居民区 轻轨 轨道 安装 全封闭 隔音 尽量 列车 产生 噪声 降低 ...
426,-,(2010武汉四月)下列措施中可在传播过程中控制噪声的是  (   ),2010 武汉 四月 下列 措施 传播 过程 控制 噪声
427,-,(2008武汉中考)下列有关声现象的说法正确的是  (   ),2008 武汉 中考 下列 有关 现象 说法 正确
428,-,"如图所示是楼梯中的一部分,从A到B是长短不同的铁护栏.一位同学用一根小木棒迅速从B到A逐一敲过铁护栏栏杆,...",如图所示 楼梯 一部分 长短 不同 护栏 一位 同学 一根 木棒 迅速 逐一 敲过 护栏 栏杆 ...
429,-,"(2012武汉元月)几位同学想计算闪电发生的位置到他们的距离,下列几种方案中误差最小的是",2012 武汉 元月 几位 同学 计算 闪电 发生 位置 他们 距离 下列 几种 方案 误差 最小
430,-,下列事例中利用声传递能量的是(    ),下列 事例 利用 传递 能量
431,-,"如图所示,手机与音叉的位置保持不变。利用手机软件测出音叉发出的声音从30dB变为50dB.说明音叉振动的",如图所示 手机 音叉 位置 保持 不变 利用 手机软件 测出 音叉 发出 声音 30db 变为 50db 说明 音叉 振动
432,-,"美国乔治梅森大学工程专业的两名学生Seth Robertson 和Viet Tran研究制造的声波灭火装置,如图所示,为消防灭...",美国 乔治 梅森 大学 工程 专业 两名 学生 seth robertson viet tran 研究 制造 声波 灭火 装置 如图所示 消防 ...
433,-,"(2011武汉中考)如图所示,将一把钢尺紧按在桌面上,一端伸出桌边,拨动钢尺,听它振动发出的声音。改变钢尺伸出...",2011 武汉 中考 如图所示 一把 钢尺 桌面上 一端 伸出 桌边 拨动 钢尺 振动 发出 声音 改变 钢尺 伸出 ...
434,-,"甲同学在一根足够长的注满水的水管的一端用石头敲击一次,乙同学在水管的另一端用耳朵贴着水管听声。乙同学...",同学 一根 足够 注满 水管 一端 石头 敲击 一次 同学 水管 另一端 耳朵 贴着 水管 听声 同学 ...
435,-,"为了探究音调与什么因素有关,小明设计了下面几个实验,如图所示,你认为不能够完成探究目的的是  (     )",为了 探究 音调 什么 因素 有关 小明 设计 下面 几个 实验 如图所示 认为 能够 完成 探究 目的
436,-,(2008武汉中考)下列有关声现象的说法正确的是  (   ),2008 武汉 中考 下列 有关 现象 说法 正确
437,-,"通常,人们会从噪声的产生、传播及接收三个环节控制噪声,下列措施中,属于产生环节控制噪声的是",通常 人们 噪声 产生 传播 接收 三个 环节 控制 噪声 下列 措施 属于 产生 环节 控制 噪声
438,-,"(19武汉)关于声现象,下列说法错误的是",19 武汉 关于 现象 下列 说法 错误
439,-,(2010武汉四月)下列措施中可在传播过程中控制噪声的是  (   ),2010 武汉 四月 下列 措施 传播 过程 控制 噪声
440,-,"如图,是三种乐器的波形图,则下列说法正确的是(     )",如图 三种 乐器 波形图 下列 说法 正确
441,-,下列事例中利用声传递能量的是(    ),下列 事例 利用 传递 能量
442,-,"如图所示,手机与音叉的位置保持不变。利用手机软件测出音叉发出的声音从30dB变为50dB.说明音叉振动的",如图所示 手机 音叉 位置 保持 不变 利用 手机软件 测出 音叉 发出 声音 30db 变为 50db 说明 音叉 振动
443,-,"(2011武汉五月)如图所示,用一张硬卡片分别快拨和慢拨木梳的齿,听到卡片声音发生变化.这个实验用来探究  (  ...",2011 武汉 五月 如图所示 一张 卡片 分别 木梳 听到 卡片 声音 发生变化 这个 实验 用来 探究 ...
444,-,(2014武汉中考)下列关于声的说法正确的是,2014 武汉 中考 下列 关于 说法 正确
445,-,"(2011武汉四月)如图所示,在学校的田径运动会上,小明看到发令枪旁边有一块圆形的档板,关于它的作用下列说法...",2011 武汉 四月 如图所示 学校 田径运动 会上 小明 看到 发令枪 旁边 一块 圆形 档板 关于 作用 下列 说法 ...
446,-,下列事例中利用声传递能量的是(    ),下列 事例 利用 传递 能量
447,-,"如图所示,用悬挂着的乒乓球接触正在发声的音叉,乒乓球会多次被弹开.这个实验是用来探究(     )",如图所示 悬挂 乒乓球 接触 正在 发声 音叉 乒乓球 多次 弹开 这个 实验 用来 探究
448,-,"（修正）如图所示,7个相同的水瓶中灌入不同高度的水,仔细调节水的高度后,用相同的力敲击它们,可以发出&ldqu...",修正 如图所示 相同 水瓶 灌入 不同 高度 仔细 调节 高度 相同 敲击 它们 可以 发出 ldqu ...
449,-,"甲同学在一根足够长的注满水的水管的一端用石头敲击一次,乙同学在水管的另一端用耳朵贴着水管听声。乙同学...",同学 一根 足够 注满 水管 一端 石头 敲击 一次 同学 水管 另一端 耳朵 贴着 水管 听声 同学 ...
450,-,(2009武汉中考)下列措施属于在传播过程中减弱噪声的是  (   ),2009 武汉 中考 下列 措施 属于 传播 过程 减弱 噪声
451,-,(2010武汉四月)下列措施中可在传播过程中控制噪声的是  (   ),2010 武汉 四月 下列 措施 传播 过程 控制 噪声
452,-,"(16武汉)下列措施中,不能减弱噪声的是",16 武汉 下列 措施 不能 减弱 噪声
453,-,"(2006武汉中考)近年来,我市城市建设和发展越来越注重以人为本。如主城区汽车禁鸣、主干道路面刷黑、王家墩...",2006 武汉 中考 近年来 我市 城市 建设 发展 越来越 注重 以人为本 主城区 汽车 禁鸣 主干道 路面 王家墩 ...
454,-,"关于声的应用,下列说法错误的是(  )",关于 应用 下列 说法 错误
455,-,"为了使教室内的学生免受环境噪声的干扰,以下措施合理的是",为了 教室 学生 免受 环境噪声 干扰 以下 措施 合理
456,-,"(2013武汉四月)噪声会影响人们的工作和生活,长期生活在噪声的环境下还会损伤听力。下列做法不利于保护听力...",2013 武汉 四月 噪声 影响 人们 工作 生活 长期 生活 噪声 环境 损伤 听力 下列 做法 不利于 保护 听力 ...
457,-,"(2010武汉中考)下图中,施工人员正在为紧邻居民区的轻轨轨道安装全封闭的隔音屏,尽量将列车产生的噪声降低到...",2010 武汉 中考 下图 施工人员 正在 紧邻 居民区 轻轨 轨道 安装 全封闭 隔音 尽量 列车 产生 噪声 降低 ...
458,-,"小明同学喜欢利用复读机进行英语听力训练,在音量不变的情况下,如果让复读机先正常播放一段录音,然后再快速...",小明 同学 喜欢 利用 复读机 进行 英语听力 训练 音量 不变 情况 如果 复读机 正常 播放 一段 录音 然后 快速 ...
459,-,"(2011武汉中考)如图所示,将一把钢尺紧按在桌面上,一端伸出桌边,拨动钢尺,听它振动发出的声音。改变钢尺伸出...",2011 武汉 中考 如图所示 一把 钢尺 桌面上 一端 伸出 桌边 拨动 钢尺 振动 发出 声音 改变 钢尺 伸出 ...
460,-,(17武汉)下列事例中利用声传递能量的是(   ),17 武汉 下列 事例 利用 传递 能量
461,-,"关于图中的现象,下列分析正确的是(  )",关于 图中 现象 下列 分析 正确
462,-,(2008武汉中考)下列有关声现象的说法正确的是  (   ),2008 武汉 中考 下列 有关 现象 说法 正确
463,-,(2013武汉中考)下列做法用来改变音调的是,2013 武汉 中考 下列 做法 用来 改变 音调
464,-,"为了使教室内的学生免受环境噪声的干扰,以下措施合理的是",为了 教室 学生 免受 环境噪声 干扰 以下 措施 合理
465,-,(2013武汉中考)下列做法用来改变音调的是,2013 武汉 中考 下列 做法 用来 改变 音调
466,-,"小明同学喜欢利用复读机进行英语听力训练,在音量不变的情况下,如果让复读机先正常播放一段录音,然后再快速...",小明 同学 喜欢 利用 复读机 进行 英语听力 训练 音量 不变 情况 如果 复读机 正常 播放 一段 录音 然后 快速 ...
467,-,"(2012武汉元月)几位同学想计算闪电发生的位置到他们的距离,下列几种方案中误差最小的是",2012 武汉 元月 几位 同学 计算 闪电 发生 位置 他们 距离 下列 几种 方案 误差 最小
468,-,"通常,人们会从噪声的产生、传播及接收三个环节控制噪声,下列措施中,属于产生环节控制噪声的是",通常 人们 噪声 产生 传播 接收 三个 环节 控制 噪声 下列 措施 属于 产生 环节 控制 噪声
469,-,"如图,是三种乐器的波形图,则下列说法正确的是(     )",如图 三种 乐器 波形图 下列 说法 正确
470,-,"(2011武汉四月)如图所示,在学校的田径运动会上,小明看到发令枪旁边有一块圆形的档板,关于它的作用下列说法...",2011 武汉 四月 如图所示 学校 田径运动 会上 小明 看到 发令枪 旁边 一块 圆形 档板 关于 作用 下列 说法 ...
471,-,"关于声的应用,下列说法错误的是(  )",关于 应用 下列 说法 错误
472,-,"(2012武汉中考)学生们正在教室内上课,为了减小校园外汽车的噪声干扰,下列措施可行的是(  )",2012 武汉 中考 学生 正在 教室 上课 为了 减小 校园 汽车 噪声 干扰 下列 措施 可行
473,-,"如图所示,手机与音叉的位置保持不变。利用手机软件测出音叉发出的声音从30dB变为50dB.说明音叉振动的",如图所示 手机 音叉 位置 保持 不变 利用 手机软件 测出 音叉 发出 声音 30db 变为 50db 说明 音叉 振动
474,-,"在学校的运动会上,100m跑道的发令台上有一块“板子”,关于这块板子的作用,下列说法中正确的是(  ...",学校 运动会 100m 跑道 发令 台上 一块 板子 关于 这块 板子 作用 下列 说法 正确 ...
475,-,"关于图中的现象,下列分析正确的是(  )",关于 图中 现象 下列 分析 正确
476,-,下列事例中利用声传递能量的是(    ),下列 事例 利用 传递 能量
477,-,"(2013武汉四月)噪声会影响人们的工作和生活,长期生活在噪声的环境下还会损伤听力。下列做法不利于保护听力...",2013 武汉 四月 噪声 影响 人们 工作 生活 长期 生活 噪声 环境 损伤 听力 下列 做法 不利于 保护 听力 ...
478,-,"(2010武汉中考)下图中,施工人员正在为紧邻居民区的轻轨轨道安装全封闭的隔音屏,尽量将列车产生的噪声降低到...",2010 武汉 中考 下图 施工人员 正在 紧邻 居民区 轻轨 轨道 安装 全封闭 隔音 尽量 列车 产生 噪声 降低 ...
479,2019级16班9.1-9.30九月错题集,"(河北中考)平直公路上并排停放着两辆汽车,一段时间后,坐在甲车上的小明感觉乙车向北运动,关于两辆汽车的运...",2019 16 9.1 9.30 九月 错题 河北 中考 平直 公路 并排 停放 两辆 汽车 一段时间 坐在 车上 小明 感觉 乙车 运动 关于 两辆 汽车 ...
480,2019级16班9.1-9.30九月错题集,"“会说话的汤姆猫”是一款手机宠物类应用软件.游戏时,当你对着它讲话,它就会模仿你的腔调学舌,非...",2019 16 9.1 9.30 九月 错题 说话 汤姆 一款 手机 宠物 应用软件 游戏 讲话 模仿 腔调 学舌 ...
481,2019级16班9.1-9.30九月错题集,"贝多芬是德国杰出的音乐家,维也纳古典乐派代表人物之一,世界音乐史上最伟大的作曲家之一.贝多芬56岁时听觉...",2019 16 9.1 9.30 九月 错题 贝多芬 德国 杰出 音乐家 维也纳 古典 乐派 代表 人物 之一 世界 音乐史 伟大 作曲家 之一 贝多芬 56 听觉 ...
482,2019级16班9.1-9.30九月错题集,"初中生小红想对比测量一个月前后自己的身高变化,选用下列哪种尺最合适()",2019 16 9.1 9.30 九月 错题 初中生 小红想 对比 测量 一个月 前后 自己 身高 变化 选用 下列 哪种 最合适
483,2019级16班9.1-9.30九月错题集,在同一架钢琴上，弹奏C调“3(mi)”和“1(dou)”这两个音，以下说法正确的是( ),2019 16 9.1 9.30 九月 错题 一架 钢琴 弹奏 mi dou 两个 以下 说法 正确
