id,试卷名称,试题简介,word2vec
466,-,"小明同学喜欢利用复读机进行英语听力训练,在音量不变的情况下,如果让复读机先正常播放一段录音,然后再快速...","[0.18346933806315066,0.34775960440747444,-0.007774615846574307,0.1835856098216027,-0.11004137136042119]"
467,-,"(2012武汉元月)几位同学想计算闪电发生的位置到他们的距离,下列几种方案中误差最小的是","[-0.06632274301955476,0.3477129254024476,0.3272164543159306,-0.09920888725901023,0.32598920550663024]"
468,-,"通常,人们会从噪声的产生、传播及接收三个环节控制噪声,下列措施中,属于产生环节控制噪声的是","[-0.12136753840262399,-0.3961043741334887,0.4393319101894603,-0.5381020292201463,0.03776935170240262]"
469,-,"如图,是三种乐器的波形图,则下列说法正确的是(     )","[-0.11727611707257372,0.20250598075134413,-0.3872940411259021,-0.12585491154875073,0.40114128802503857]"
470,-,"(2011武汉四月)如图所示,在学校的田径运动会上,小明看到发令枪旁边有一块圆形的档板,关于它的作用下列说法...","[-0.16023964111350084,0.22572075171200068,-0.25601233517456995,0.012759526113146229,0.3524325291969274]"
471,-,"关于声的应用,下列说法错误的是(  )","[-0.12593117579817772,0.2359228424727917,-0.6223221242427827,-0.2319759637117386,0.6125956565141678]"
472,-,"(2012武汉中考)学生们正在教室内上课,为了减小校园外汽车的噪声干扰,下列措施可行的是(  )","[-0.3016548954183236,0.11238195979967713,0.5894278171472251,-0.16748183855088428,0.24745725467801094]"
473,-,"如图所示,手机与音叉的位置保持不变。利用手机软件测出音叉发出的声音从30dB变为50dB.说明音叉振动的","[0.0806621428993013,-0.12429499921078482,0.35298675697089893,-0.24151393129593796,0.08964043581444356]"
474,-,"在学校的运动会上,100m跑道的发令台上有一块“板子”,关于这块板子的作用,下列说法中正确的是(  ...","[-0.01686169987078756,0.16223533611628227,-0.352218562271446,-0.07054233166854829,0.3624737551435828]"
475,-,"关于图中的现象,下列分析正确的是(  )","[-0.1734242532402277,0.2511875219643116,-0.4527273227771123,-0.18077541142702103,0.5701087241371472]"
476,-,下列事例中利用声传递能量的是(    ),"[-0.18358764946460726,-0.0312744727358222,-0.046494689583778386,0.13779560178518296,0.678131565451622]"
477,-,"(2013武汉四月)噪声会影响人们的工作和生活,长期生活在噪声的环境下还会损伤听力。下列做法不利于保护听力...","[-0.01589714391157031,0.05127583686262369,0.01716440198943019,-0.03552091089077294,0.3721366718411446]"
478,-,"(2010武汉中考)下图中,施工人员正在为紧邻居民区的轻轨轨道安装全封闭的隔音屏,尽量将列车产生的噪声降低到...","[-0.4046149217572651,0.0395387708160438,0.33031063997431803,-0.5521410231135393,0.32354396503222616]"
479,2019级16班9.1-9.30九月错题集,"(河北中考)平直公路上并排停放着两辆汽车,一段时间后,坐在甲车上的小明感觉乙车向北运动,关于两辆汽车的运...","[-0.07945710401982069,-0.2394719523191452,0.10218356475234032,-0.13726122714579106,0.06339725735597312]"
480,2019级16班9.1-9.30九月错题集,"“会说话的汤姆猫”是一款手机宠物类应用软件.游戏时,当你对着它讲话,它就会模仿你的腔调学舌,非...","[-0.00046546446780363715,0.07380391305519475,-0.11486137368612818,-0.19510841348932847,-0.3323017297726538]"
481,2019级16班9.1-9.30九月错题集,"贝多芬是德国杰出的音乐家,维也纳古典乐派代表人物之一,世界音乐史上最伟大的作曲家之一.贝多芬56岁时听觉...","[-0.054288947358727455,0.11204612353816629,-0.2733419620990753,-0.1213849250972271,0.12407720644026995]"
482,2019级16班9.1-9.30九月错题集,"初中生小红想对比测量一个月前后自己的身高变化,选用下列哪种尺最合适()","[-0.030775638003098335,-0.19954793351261238,-0.16830259644867557,-0.14540434241490927,-0.02153668415389563]"
483,2019级16班9.1-9.30九月错题集,在同一架钢琴上，弹奏C调“3(mi)”和“1(dou)”这两个音，以下说法正确的是( ),"[-0.10263955984264612,-0.031300609931349754,-0.23231412693858147,-0.299950972571969,-0.06597534182171026]"
484,2019级16班9.1-9.30九月错题集,"在如图所示的斜面上测量小车运动的平均速度,让小车从斜面的 A 点由静止开始下滑,分别测出小车到 达B 点和C ...","[-0.2139028087258339,-0.5676729844084808,0.029468183937881674,-0.49998319982772776,-0.08556942132833813]"
485,20年10月11日物理练习,"小夏在研究口琴的发声原理时,拆掉了口琴外壳,发现在气孔边分布着长短、厚 薄都不同的一排铜片(如图所示).吹...","[-0.13866276789287274,-0.042697867103429,0.06409969049590555,0.3142329981889237,0.11939756326716056]"
486,20年10月11日物理练习,"在一条长绳的一端系一个小铁块就做成了一个摆,要测出它摆动一个来回所用的时间(周期: T),方法是 :用秒表测...","[-0.1675837198695676,0.007145509293133562,0.06783139216713607,0.25486350075384095,-0.04696890398521315]"
487,20年10月11日物理练习,"声既可以传递信息,也可以传递能量,利用超声波“B超”可以更准确地诊断人体内部的器官是否患病,这...","[-0.1501110361211679,-0.007978142006322742,0.01671846892515367,0.40158581090244383,0.2065496644089845]"
488,20年10月11日物理练习,"阅读下列材料,按要求完成后面提出的问题. 材料一:蝙蝠在黑暗中能自由地飞翔,用蜡封住其耳朵,虽然把它放在明...","[-0.1233078291794906,-0.009651273333777983,-0.04608524536403517,0.37752762204036117,0.005401160762024422]"
489,20年10月11日物理练习,"如图所示的现象可知，发声的鼓面和扬声器都在,由于鼓面发声时，现象不明显，所以我们在鼓面和扬声器上都放...","[-0.17199114346433253,-0.02050408206525303,0.06408699864654668,0.2660024681882489,0.15048149769150074]"
490,20年10月11日物理练习,在同一架钢琴上，弹奏C调“3(mi)”和“1(dou)”这两个音，以下说法正确的是( ),"[-0.3589274387673608,0.12816994517509425,-0.08022476440029484,0.3332977865689567,0.06344033711190734]"
491,20年10月11日物理练习,"控制噪声污染是“打造卫生城市,建设春城昆明”的重要举措.居民小区禁止汽车鸣笛是从减 弱噪声;城...","[-0.13843445222647416,-0.22014910266512916,0.29966462226141066,0.27854606651124497,0.09108190273954754]"
492,20年10月11日物理练习,"甲、乙两物体都做直线运动,通过的路程之比是3∶1,所用的时间之比是2∶3,则甲、乙两物体运动的平均速度之比...","[-0.2527425759471953,-0.24773152847774327,0.09187461537658237,0.27092296205228195,0.003091139762545936]"
493,20年10月11日物理练习,"(河北中考)平直公路上并排停放着两辆汽车,一段时间后,坐在甲车上的小明感觉乙车向北运动,关于两辆汽车的运...","[-0.22799243106661984,-0.155121267773211,0.2048397633867959,0.23891262174583972,0.14428026169965352]"
494,20年10月11日物理练习,"公园里正在进行庆“六一”文艺汇演,小朋友的欢呼声传遍整个公园,这反映了声音(填“响度&rdq...","[-0.1926005466708115,0.08489136003135216,0.12791726046374866,0.3045516205685479,-0.10944411114213012]"
495,20年10月11日物理练习,"小提琴声是通过琴弓与琴弦的摩擦使琴弦振动(如图所示),琴弦将振动传递给木质的琴码和琴箱,再使琴箱内的空气...","[-0.04631714123145987,-0.18622925179079175,0.1716696087969467,0.242224073347946,0.1409008684568107]"
496,20年10月11日物理练习,"为使教室内的学生免受环境噪声的干扰,下列哪种方法是最不合理的( )","[-0.4885893646054543,0.09466507916267101,0.1747019411279605,0.41936269501009243,0.06555119515038454]"
497,20年10月11日物理练习,"(无锡中考)小明想测量无锡地铁的运行速度.他测得地铁从堰桥站出发到达锡北运河站所用时间为2 min,在手机中...","[-0.1694310166252156,-0.13346775667741895,0.06754145513211066,0.32936012333569425,0.025785340035023786]"
498,20年10月11日物理练习,"如图,停表的读数是mins;","[-0.5917645593484242,-0.027171216905117035,0.04556445529063542,0.7155797473258442,0.004631506796512338]"
499,20年10月11日物理练习,控制噪声的基本方法是:①防止噪声的产生;②阻止噪声的传播;③防止噪声传入耳朵.以下措施中属于 方法①的是;...,"[-0.23271737181736776,-0.1857312940992415,0.2702782287572821,-0.05388358633111541,0.012557388904194037]"
500,20年10月11日物理练习,"长沙福元路大桥东入口采用了全封闭的隔音措施,如图所示,该设施长175m,高7m.由隔音板组成,能 降噪20分贝左右...","[-0.3203054133336991,-0.11208565121827026,0.10612417241403212,0.3171794318283597,0.08928284669915834]"
501,20年10月11日物理练习,"关于“声速”,以下说法正确的是()","[-0.5484245236963033,0.12776000946760177,-0.15282771587371827,0.4163101196289063,0.3199008125811815]"
502,20年10月11日物理练习,"贝多芬是德国杰出的音乐家,维也纳古典乐派代表人物之一,世界音乐史上最伟大的作曲家之一.贝多芬56岁时听觉...","[-0.20177560121131438,0.21104339457815513,-0.18633266041676202,0.2554504363797605,0.20748854199579606]"
503,20年10月11日物理练习,(2014武汉中考)下列关于声的说法正确的是,"[-0.5212472753288845,0.24518194577346245,-0.17832816826800504,0.4653460054347912,0.39249038618678844]"
504,20年10月11日物理练习,"在如图所示的斜面上测量小车运动的平均速度.让小车从斜面的 A 点由静止开始下滑,分别测出小车到 达B 点和C ...","[-0.3988674864172936,-0.4828622145578265,0.14901985325850547,-0.06671067979186773,0.004041849949862808]"
505,20年10月11日物理练习,"(2012武汉元月)几位同学想计算闪电发生的位置到他们的距离,下列几种方案中误差最小的是","[-0.25472102637979244,0.27083996452745934,0.27249168462696527,0.19998715352267027,0.261590875685215]"
506,20年10月11日物理练习,"一位同学用刻度尺5次测得某物体的长度分别是:10.42cm、10.21cm、10.43cm、10.44cm、10.43cm,这 些数据中,错...","[-0.14839770187002915,-0.0898048497426013,-0.05261862774689992,0.288605495976905,-0.013114485967283446]"
507,20年10月11日物理练习,"“会说话的汤姆猫”是一款手机宠物类应用软件.游戏时,当你对着它讲话,它就会模仿你的腔调学舌,非...","[-0.20551582973669558,0.2113152244950042,0.01729767506613451,0.3325577739845304,-0.24139036994208307]"
508,20年10月11日物理练习,"如图所示,一木块在水平面上运动时,在相等时间内连续拍摄4次“频闪”照片,频闪的时间间隔为0.02s....","[-0.17700336696136565,-0.1935687804860728,0.02672738887901817,0.34250791730093105,-0.02807240255753554]"
509,20年10月11日物理练习,"在如图所示的斜面上测量小车运动的平均速度,让小车从斜面的 A 点由静止开始下滑,分别测出小车到 达B 点和C ...","[-0.3988674864172936,-0.4828622145578265,0.14901985325850547,-0.06671067979186773,0.004041849949862808]"
510,20年10月11日物理练习,"在地球上做这样的实验:一人在一根较长的空心钢管的一端敲击一下,另一人在钢管的另一端耳朵贴近管口会听到两...","[-0.22456565805866072,0.31565017641211546,0.07397466377976039,0.2557140175874034,-0.17971837528360385]"
511,2019级16班9.1-9.30九月错题集,"如图所示,将一把钢尺压在桌面上,一部分伸出桌面,用手拨动其伸出桌外的一端,轻拨与重拨钢尺,则钢尺发出声音...","[-0.11205289330333472,0.16925797566771508,-0.04391062125563622,-0.3625938367843628,-0.132513682320714]"
512,-,(五调9).下列关于声的说法中不正确的是,"[-0.1879758469760418,0.2424790017306805,-0.5597396790981293,-0.27338801324367523,0.6482084602117539]"
513,-,"(18武汉)如图所示,在筷子上捆一些棉花,做一个活塞,用水蘸湿棉花后插入两端开口的竹管中,用嘴吹管的上端,可...","[0.07828451072176297,0.29347707248396343,0.03208016950844063,0.15841734062673316,-0.20247504901554847]"
514,-,(2010武汉四月)下列措施中可在传播过程中控制噪声的是  (   ),"[-0.3611771057670315,0.0576946342156993,0.24991414530409706,-0.250153379721774,0.26807879511680865]"
515,-,"(2011武汉中考)如图所示,将一把钢尺紧按在桌面上,一端伸出桌边,拨动钢尺,听它振动发出的声音。改变钢尺伸出...","[-0.10583051852881908,0.2890528269896382,0.15158372494931283,-0.28641725762894277,0.06861849445359487]"
516,-,(2014武汉中考)下列关于声的说法正确的是,"[-0.28099851975483553,0.4025644143777234,-0.3752571610467774,-0.02898862212896347,0.6331862189940044]"
517,-,"通常,人们会从噪声的产生、传播及接收三个环节控制噪声,下列措施中,属于产生环节控制噪声的是","[-0.12136753840262399,-0.3961043741334887,0.4393319101894603,-0.5381020292201463,0.03776935170240262]"
518,-,"(2011武汉四月)如图所示,在学校的田径运动会上,小明看到发令枪旁边有一块圆形的档板,关于它的作用下列说法...","[-0.16023964111350084,0.22572075171200068,-0.25601233517456995,0.012759526113146229,0.3524325291969274]"
519,-,"(2011武汉五月)如图所示,用一张硬卡片分别快拨和慢拨木梳的齿,听到卡片声音发生变化.这个实验用来探究  (  ...","[0.026013626990949407,0.06079786007895189,-0.009110683410921517,-0.024801929097841766,0.0815141589161666]"
520,-,"(2012武汉元月)几位同学想计算闪电发生的位置到他们的距离,下列几种方案中误差最小的是","[-0.06632274301955476,0.3477129254024476,0.3272164543159306,-0.09920888725901023,0.32598920550663024]"
521,-,"(18武汉)如图所示,在筷子上捆一些棉花,做一个活塞,用水蘸湿棉花后插入两端开口的竹管中,用嘴吹管的上端,可...","[0.07828451072176297,0.29347707248396343,0.03208016950844063,0.15841734062673316,-0.20247504901554847]"
